,Text,Contact,Geo,IdentNumber,PersonName,OrigText
36659,Q: So it was PersonName2 who suggested going in and breaking into this house?,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9335829019546509, 'word': 'aname removeda', 'start': 13, 'end': 27}",Q: So it was âname removedã who suggested going in and breaking into this house?
36662,"INT: It was kind of like a ""go for it"" type of thing. I'm sure if I took any one of these kids out of here and PersonName2 would have suggested it to them and they would have been in the situation I was in and would have went and did it. I looked up to PersonName2 basically is what it was so I did what he suggested.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9979925155639648, 'word': 'aname removeda', 'start': 111, 'end': 125}","INT: It was kind of like a ""go for it"" type of thing. I'm sure if I took any one of these kids out of here and âname removedã would have suggested it to them and they would have been in the situation I was in and would have went and did it. I looked up to âname removedã basically is what it was so I did what he suggested."
36662,"INT: It was kind of like a ""go for it"" type of thing. I'm sure if I took any one of these kids out of here and PersonName2 would have suggested it to them and they would have been in the situation I was in and would have went and did it. I looked up to PersonName2 basically is what it was so I did what he suggested.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.999058187007904, 'word': 'aname removeda', 'start': 256, 'end': 270}","INT: It was kind of like a ""go for it"" type of thing. I'm sure if I took any one of these kids out of here and âname removedã would have suggested it to them and they would have been in the situation I was in and would have went and did it. I looked up to âname removedã basically is what it was so I did what he suggested."
36664,"INT: Right, they was listening to me because for one thing they was listening to PersonName2 too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let PersonName2 know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think PersonName2 got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9885014891624451, 'word': 'aname removeda', 'start': 81, 'end': 95}","INT: Right, they was listening to me because for one thing they was listening to âname removedã too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let âname removedã know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think âname removedã got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird."
36664,"INT: Right, they was listening to me because for one thing they was listening to PersonName2 too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let PersonName2 know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think PersonName2 got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9847449064254761, 'word': 'aname removeda', 'start': 218, 'end': 232}","INT: Right, they was listening to me because for one thing they was listening to âname removedã too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let âname removedã know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think âname removedã got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird."
36664,"INT: Right, they was listening to me because for one thing they was listening to PersonName2 too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let PersonName2 know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think PersonName2 got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9868188500404358, 'word': 'aname removeda', 'start': 336, 'end': 350}","INT: Right, they was listening to me because for one thing they was listening to âname removedã too. He was the kid who always did everything and they was listening to him too. But when we got back to the house, I let âname removedã know what I had. He said, I should have listened to you more. He had seen that I had the cash. I think âname removedã got a VCR and that was it. I had ended up scamming my own friends even in the long run. It was getting to be a me, myself and I kind of deal. Just conning people into liking me and then taking advantage of them. It seemed like a good con. I was turning real evil so it was kind of weird."
36688,INT: Its been kind of slack. At 17 it was like back to back. When I was 18 it slowed down. In the last three months there's only been two and that was with PersonName2. When I was living down in the city with him.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9504936337471008, 'word': 'aname removeda', 'start': 156, 'end': 170}",INT: Its been kind of slack. At 17 it was like back to back. When I was 18 it slowed down. In the last three months there's only been two and that was with âname removedã. When I was living down in the city with him.
36716,"INT: Actually PersonName2 asked them if they knew where we could get some weed, marijuana and they got in the car and they had a joint or something. We picked them up hitch hiking and they had said we could go over to this house and do this. Then again I went straight to the bedroom, I didn't get nothing really out of that house at all. I got a receiver, Technique receiver and that's about it.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9021010994911194, 'word': 'aname removeda', 'start': 14, 'end': 28}","INT: Actually âname removedã asked them if they knew where we could get some weed, marijuana and they got in the car and they had a joint or something. We picked them up hitch hiking and they had said we could go over to this house and do this. Then again I went straight to the bedroom, I didn't get nothing really out of that house at all. I got a receiver, Technique receiver and that's about it."
36718,"INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, PersonName2's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. PersonName2, he is living in âstate name PersonName2 somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9982520341873169, 'word': 'aname removeda', 'start': 125, 'end': 139}","INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, âname removedã's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. âName removedã, he is living in âstate name removedã somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill."
36718,"INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, PersonName2's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. PersonName2, he is living in âstate name PersonName2 somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9974015355110168, 'word': 'aname removeda', 'start': 281, 'end': 295}","INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, âname removedã's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. âName removedã, he is living in âstate name removedã somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill."
36718,"INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, PersonName2's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. PersonName2, he is living in âstate name PersonName2 somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9943288564682007, 'word': 'removeda', 'start': 325, 'end': 333}","INT: Something inside just kept telling me to just slow down. I don't know why I started back up but since I went into jail, âname removedã's in college, he's doing fine, he's got a job. His brother got out of rehab. We had a 14 year old going with us and doing all of this stuff. âName removedã, he is living in âstate name removedã somewhere, he is still doing drugs but I don't think he is stealing or nothing. He's got a girlfriend, everything's fine. Things just kind of leveled themselves out. I don't know why I started up again, I don't think they have. As being into it as heavy as they were I don't know why they didn't start it up again. Probably because of the need for money I have now. I don't know, its kind of weird. It's like some people test their skill, a test. It's kind of like you test your skill."
36724,"INT: Yeah, well we got away with it the night before. The night we got in trouble we had only about $150 but the night we got away with it we had clear over $5,000 worth of fireworks. We had a whole fireworks stand. We had a truck load, ok, it was a trailer. We had staked out a trailer with one of them little fireworks stands next to it and a trailer here. The trailer was about eighty feet away from the one we had picked to go inside. We tried taking off the hinges and that didn't work. It was late at night. It was in âtown name PersonName2, rural area. I had just figured that we would pull the plywood off the back to where you could just walk right in. It was over about $5,000 we had. My intention was to take big cones, not little stuff but we just took everything. And granted you just see all that stuff on top but they got cases underneath. Those things are filled with a lot of money. There was three registers there that were audited and ready for the next morning. I forget how much each one had. They had dollar bills in change in each one, there was three of them. You go to a fireworks stand and you spend $100. We used to sell like $400 worth of fireworks for $200. That lasted for all throughout July until I got caught doing it. Then we ran out. We had plenty of money. If I would put this money in the bank I wouldn't be were I'm at now. It was my idea. Nobody split this with me. What I gave to somebody, I gave away. I was by myself, with PersonName2, he was 14 and we made two trips. It was unbelievable, we was making a lot of noise. I fell once inside the place. It was very unprofessional. There was a lot of money involved in that one. The recent one was, a friend of mine works at âbusiness name removedã I let him borrow $30. He had stolen a bunch of fireworks from where he works and kept them in his house in a trailer. So we broke into the trailer. That was very professional because he couldn't tell if somebody had broken or if his wife took them and shot them off because we used a comb to get in the front door. He had a chain so all we did was push the door back and I slide in there. I'm skinny so there's a lot of places I can slide in. Slid in there, unlocked the door, got the fireworks, brought them out to the car, locked the latched again so you couldn't tell, closed the closet, did everything and jumped out the back door and locked it the way it was. We didn't take nothing inside his apartment but the fireworks and that was it. Firework stands are big investments, you figure a gross of bottle rockets is $4.00 nowadays. We had six cases of those things. I think there was 100 of them in a box, you figure at $4.00 apiece, that's about $400 a case and we had six cases of those. That's not even counting the cases of the big tubes we had. It was just unbelievable how much money was involved. I could have bought myself a new car. I remember I walked over to my friends house and laid $2,000 on his table in one hundred dollar bills for that. There was a girl sitting there and I said do you want $100 bill. I said, you give me a ride somewhere, I'll buy you a leather jacket.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9806174039840698, 'word': 'removeda', 'start': 535, 'end': 543}","INT: Yeah, well we got away with it the night before. The night we got in trouble we had only about $150 but the night we got away with it we had clear over $5,000 worth of fireworks. We had a whole fireworks stand. We had a truck load, ok, it was a trailer. We had staked out a trailer with one of them little fireworks stands next to it and a trailer here. The trailer was about eighty feet away from the one we had picked to go inside. We tried taking off the hinges and that didn't work. It was late at night. It was in âtown name removedã, rural area. I had just figured that we would pull the plywood off the back to where you could just walk right in. It was over about $5,000 we had. My intention was to take big cones, not little stuff but we just took everything. And granted you just see all that stuff on top but they got cases underneath. Those things are filled with a lot of money. There was three registers there that were audited and ready for the next morning. I forget how much each one had. They had dollar bills in change in each one, there was three of them. You go to a fireworks stand and you spend $100. We used to sell like $400 worth of fireworks for $200. That lasted for all throughout July until I got caught doing it. Then we ran out. We had plenty of money. If I would put this money in the bank I wouldn't be were I'm at now. It was my idea. Nobody split this with me. What I gave to somebody, I gave away. I was by myself, with âname removedã, he was 14 and we made two trips. It was unbelievable, we was making a lot of noise. I fell once inside the place. It was very unprofessional. There was a lot of money involved in that one. The recent one was, a friend of mine works at âbusiness name removedã I let him borrow $30. He had stolen a bunch of fireworks from where he works and kept them in his house in a trailer. So we broke into the trailer. That was very professional because he couldn't tell if somebody had broken or if his wife took them and shot them off because we used a comb to get in the front door. He had a chain so all we did was push the door back and I slide in there. I'm skinny so there's a lot of places I can slide in. Slid in there, unlocked the door, got the fireworks, brought them out to the car, locked the latched again so you couldn't tell, closed the closet, did everything and jumped out the back door and locked it the way it was. We didn't take nothing inside his apartment but the fireworks and that was it. Firework stands are big investments, you figure a gross of bottle rockets is $4.00 nowadays. We had six cases of those things. I think there was 100 of them in a box, you figure at $4.00 apiece, that's about $400 a case and we had six cases of those. That's not even counting the cases of the big tubes we had. It was just unbelievable how much money was involved. I could have bought myself a new car. I remember I walked over to my friends house and laid $2,000 on his table in one hundred dollar bills for that. There was a girl sitting there and I said do you want $100 bill. I said, you give me a ride somewhere, I'll buy you a leather jacket."
36724,"INT: Yeah, well we got away with it the night before. The night we got in trouble we had only about $150 but the night we got away with it we had clear over $5,000 worth of fireworks. We had a whole fireworks stand. We had a truck load, ok, it was a trailer. We had staked out a trailer with one of them little fireworks stands next to it and a trailer here. The trailer was about eighty feet away from the one we had picked to go inside. We tried taking off the hinges and that didn't work. It was late at night. It was in âtown name PersonName2, rural area. I had just figured that we would pull the plywood off the back to where you could just walk right in. It was over about $5,000 we had. My intention was to take big cones, not little stuff but we just took everything. And granted you just see all that stuff on top but they got cases underneath. Those things are filled with a lot of money. There was three registers there that were audited and ready for the next morning. I forget how much each one had. They had dollar bills in change in each one, there was three of them. You go to a fireworks stand and you spend $100. We used to sell like $400 worth of fireworks for $200. That lasted for all throughout July until I got caught doing it. Then we ran out. We had plenty of money. If I would put this money in the bank I wouldn't be were I'm at now. It was my idea. Nobody split this with me. What I gave to somebody, I gave away. I was by myself, with PersonName2, he was 14 and we made two trips. It was unbelievable, we was making a lot of noise. I fell once inside the place. It was very unprofessional. There was a lot of money involved in that one. The recent one was, a friend of mine works at âbusiness name removedã I let him borrow $30. He had stolen a bunch of fireworks from where he works and kept them in his house in a trailer. So we broke into the trailer. That was very professional because he couldn't tell if somebody had broken or if his wife took them and shot them off because we used a comb to get in the front door. He had a chain so all we did was push the door back and I slide in there. I'm skinny so there's a lot of places I can slide in. Slid in there, unlocked the door, got the fireworks, brought them out to the car, locked the latched again so you couldn't tell, closed the closet, did everything and jumped out the back door and locked it the way it was. We didn't take nothing inside his apartment but the fireworks and that was it. Firework stands are big investments, you figure a gross of bottle rockets is $4.00 nowadays. We had six cases of those things. I think there was 100 of them in a box, you figure at $4.00 apiece, that's about $400 a case and we had six cases of those. That's not even counting the cases of the big tubes we had. It was just unbelievable how much money was involved. I could have bought myself a new car. I remember I walked over to my friends house and laid $2,000 on his table in one hundred dollar bills for that. There was a girl sitting there and I said do you want $100 bill. I said, you give me a ride somewhere, I'll buy you a leather jacket.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9596736431121826, 'word': 'aname removeda', 'start': 1462, 'end': 1476}","INT: Yeah, well we got away with it the night before. The night we got in trouble we had only about $150 but the night we got away with it we had clear over $5,000 worth of fireworks. We had a whole fireworks stand. We had a truck load, ok, it was a trailer. We had staked out a trailer with one of them little fireworks stands next to it and a trailer here. The trailer was about eighty feet away from the one we had picked to go inside. We tried taking off the hinges and that didn't work. It was late at night. It was in âtown name removedã, rural area. I had just figured that we would pull the plywood off the back to where you could just walk right in. It was over about $5,000 we had. My intention was to take big cones, not little stuff but we just took everything. And granted you just see all that stuff on top but they got cases underneath. Those things are filled with a lot of money. There was three registers there that were audited and ready for the next morning. I forget how much each one had. They had dollar bills in change in each one, there was three of them. You go to a fireworks stand and you spend $100. We used to sell like $400 worth of fireworks for $200. That lasted for all throughout July until I got caught doing it. Then we ran out. We had plenty of money. If I would put this money in the bank I wouldn't be were I'm at now. It was my idea. Nobody split this with me. What I gave to somebody, I gave away. I was by myself, with âname removedã, he was 14 and we made two trips. It was unbelievable, we was making a lot of noise. I fell once inside the place. It was very unprofessional. There was a lot of money involved in that one. The recent one was, a friend of mine works at âbusiness name removedã I let him borrow $30. He had stolen a bunch of fireworks from where he works and kept them in his house in a trailer. So we broke into the trailer. That was very professional because he couldn't tell if somebody had broken or if his wife took them and shot them off because we used a comb to get in the front door. He had a chain so all we did was push the door back and I slide in there. I'm skinny so there's a lot of places I can slide in. Slid in there, unlocked the door, got the fireworks, brought them out to the car, locked the latched again so you couldn't tell, closed the closet, did everything and jumped out the back door and locked it the way it was. We didn't take nothing inside his apartment but the fireworks and that was it. Firework stands are big investments, you figure a gross of bottle rockets is $4.00 nowadays. We had six cases of those things. I think there was 100 of them in a box, you figure at $4.00 apiece, that's about $400 a case and we had six cases of those. That's not even counting the cases of the big tubes we had. It was just unbelievable how much money was involved. I could have bought myself a new car. I remember I walked over to my friends house and laid $2,000 on his table in one hundred dollar bills for that. There was a girl sitting there and I said do you want $100 bill. I said, you give me a ride somewhere, I'll buy you a leather jacket."
36740,"INT: A Burglar is somebody that carries a gun, carries a weapon, husky, always gets in fights and just robs people blind. A burglar is someone who would walk up to somebody in an alleyway and just beat the crap out of them for their wallet even if it only had $20 in it. That's a burglar. A thief is just somebody who is quick and he just gets in and gets out and grabs the stuff and hardly ever gets caught. What I got there is petty compared to some of the things I have done. PersonName2, all the cops on his block know exactly how he is but they don't know who I am and I have done the same amount if not more than he's done.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9083357453346252, 'word': 'aname removeda', 'start': 479, 'end': 493}","INT: A Burglar is somebody that carries a gun, carries a weapon, husky, always gets in fights and just robs people blind. A burglar is someone who would walk up to somebody in an alleyway and just beat the crap out of them for their wallet even if it only had $20 in it. That's a burglar. A thief is just somebody who is quick and he just gets in and gets out and grabs the stuff and hardly ever gets caught. What I got there is petty compared to some of the things I have done. âName removedã, all the cops on his block know exactly how he is but they don't know who I am and I have done the same amount if not more than he's done."
36742,"INT: I hardly have any enemies, I have one enemy because I cut somebody off, that's about it. PersonName2 has got enemies off the wall. There are people who would rat on him in a second. I don't have that. There is a lot of difference.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9304872155189514, 'word': 'aname removeda', 'start': 94, 'end': 108}","INT: I hardly have any enemies, I have one enemy because I cut somebody off, that's about it. âName removedã has got enemies off the wall. There are people who would rat on him in a second. I don't have that. There is a lot of difference."
36744,"INT: Cause we are friends and there's stuff he knows and there's stuff that I know. He is a lot bigger than I am if something would happen. Say somebody would jump us, he is a lot bigger. I'm very quick, I used to be on the track team. I could have got a scholarship in school. I don't know why I do it with him. Because there is something about him that attracts me to him. Its his personality. Maybe it's that we like driving around together. It's like we're tight. We don't follow each other, we are right next to each other when we do something. One is not doing something different than the other. One's not arguing, we know exactly what's going on. He goes to say something, I got the last line all the time, I know what he is going to say. I know what he is going to do. If there is a window open, I know which window he is going to pick. I know how long it is to get in and out of these cars and so does he. He is very smart. He's just got a big mouth, too many enemies, he's not very fast. He's never been fingerprinted either for some reason. I have. I've been finger printed in St. Louis, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, everywhere. The best thing I find to use is the surgical gloves but they can still get fingerprints through those I heard somehow. I don't know how but they can still get them. I heard it from a police officer. I don't know what attracts us together just something about him, we both talk about the same things. This is funny, I went to the Geo19, I'm standing there with PersonName2 at the coin operated soap machine. You push the thing down, let it up, you get one box of soap. I'm talking to PersonName2, he says you know what, I said yeah I know what you are going to say. I pushed it down and didn't let it go up all the way and we starting taking boxes of soap out of there. He had known what I was going to do before I even did it. Granted I got in trouble from my girl friend because she is trying to get me to stop doing it. Sure she would like to not have to pay for a box of soap but she's a good girl, she don't like that. I'm trying to do the same thing but the bad thing is âname removedã lives downstairs so...",[],"[{'entity_group': 'Geo19', 'score': 0.9180698394775391, 'word': 'laundromat', 'start': 1546, 'end': 1556}]",[],"{'entity_group': 'PersonName2', 'score': 0.9958745241165161, 'word': 'aname removeda', 'start': 1582, 'end': 1596}","INT: Cause we are friends and there's stuff he knows and there's stuff that I know. He is a lot bigger than I am if something would happen. Say somebody would jump us, he is a lot bigger. I'm very quick, I used to be on the track team. I could have got a scholarship in school. I don't know why I do it with him. Because there is something about him that attracts me to him. Its his personality. Maybe it's that we like driving around together. It's like we're tight. We don't follow each other, we are right next to each other when we do something. One is not doing something different than the other. One's not arguing, we know exactly what's going on. He goes to say something, I got the last line all the time, I know what he is going to say. I know what he is going to do. If there is a window open, I know which window he is going to pick. I know how long it is to get in and out of these cars and so does he. He is very smart. He's just got a big mouth, too many enemies, he's not very fast. He's never been fingerprinted either for some reason. I have. I've been finger printed in St. Louis, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, everywhere. The best thing I find to use is the surgical gloves but they can still get fingerprints through those I heard somehow. I don't know how but they can still get them. I heard it from a police officer. I don't know what attracts us together just something about him, we both talk about the same things. This is funny, I went to the laundromat, I'm standing there with âname removedã at the coin operated soap machine. You push the thing down, let it up, you get one box of soap. I'm talking to âname removedã, he says you know what, I said yeah I know what you are going to say. I pushed it down and didn't let it go up all the way and we starting taking boxes of soap out of there. He had known what I was going to do before I even did it. Granted I got in trouble from my girl friend because she is trying to get me to stop doing it. Sure she would like to not have to pay for a box of soap but she's a good girl, she don't like that. I'm trying to do the same thing but the bad thing is âname removedã lives downstairs so..."
36744,"INT: Cause we are friends and there's stuff he knows and there's stuff that I know. He is a lot bigger than I am if something would happen. Say somebody would jump us, he is a lot bigger. I'm very quick, I used to be on the track team. I could have got a scholarship in school. I don't know why I do it with him. Because there is something about him that attracts me to him. Its his personality. Maybe it's that we like driving around together. It's like we're tight. We don't follow each other, we are right next to each other when we do something. One is not doing something different than the other. One's not arguing, we know exactly what's going on. He goes to say something, I got the last line all the time, I know what he is going to say. I know what he is going to do. If there is a window open, I know which window he is going to pick. I know how long it is to get in and out of these cars and so does he. He is very smart. He's just got a big mouth, too many enemies, he's not very fast. He's never been fingerprinted either for some reason. I have. I've been finger printed in St. Louis, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, everywhere. The best thing I find to use is the surgical gloves but they can still get fingerprints through those I heard somehow. I don't know how but they can still get them. I heard it from a police officer. I don't know what attracts us together just something about him, we both talk about the same things. This is funny, I went to the Geo19, I'm standing there with PersonName2 at the coin operated soap machine. You push the thing down, let it up, you get one box of soap. I'm talking to PersonName2, he says you know what, I said yeah I know what you are going to say. I pushed it down and didn't let it go up all the way and we starting taking boxes of soap out of there. He had known what I was going to do before I even did it. Granted I got in trouble from my girl friend because she is trying to get me to stop doing it. Sure she would like to not have to pay for a box of soap but she's a good girl, she don't like that. I'm trying to do the same thing but the bad thing is âname removedã lives downstairs so...",[],"[{'entity_group': 'Geo19', 'score': 0.9180698394775391, 'word': 'laundromat', 'start': 1546, 'end': 1556}]",[],"{'entity_group': 'PersonName2', 'score': 0.997904360294342, 'word': 'aname removeda', 'start': 1708, 'end': 1722}","INT: Cause we are friends and there's stuff he knows and there's stuff that I know. He is a lot bigger than I am if something would happen. Say somebody would jump us, he is a lot bigger. I'm very quick, I used to be on the track team. I could have got a scholarship in school. I don't know why I do it with him. Because there is something about him that attracts me to him. Its his personality. Maybe it's that we like driving around together. It's like we're tight. We don't follow each other, we are right next to each other when we do something. One is not doing something different than the other. One's not arguing, we know exactly what's going on. He goes to say something, I got the last line all the time, I know what he is going to say. I know what he is going to do. If there is a window open, I know which window he is going to pick. I know how long it is to get in and out of these cars and so does he. He is very smart. He's just got a big mouth, too many enemies, he's not very fast. He's never been fingerprinted either for some reason. I have. I've been finger printed in St. Louis, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, âtown name removedã, everywhere. The best thing I find to use is the surgical gloves but they can still get fingerprints through those I heard somehow. I don't know how but they can still get them. I heard it from a police officer. I don't know what attracts us together just something about him, we both talk about the same things. This is funny, I went to the laundromat, I'm standing there with âname removedã at the coin operated soap machine. You push the thing down, let it up, you get one box of soap. I'm talking to âname removedã, he says you know what, I said yeah I know what you are going to say. I pushed it down and didn't let it go up all the way and we starting taking boxes of soap out of there. He had known what I was going to do before I even did it. Granted I got in trouble from my girl friend because she is trying to get me to stop doing it. Sure she would like to not have to pay for a box of soap but she's a good girl, she don't like that. I'm trying to do the same thing but the bad thing is âname removedã lives downstairs so..."
36778,"INT: You don't say it out loud, you don't say it to nobody else because you are afraid somebody is going to say are you a âexpletive removedã about this or what? Come on let's go in and get it. As you walk away from the house and then you go home and you say I didn't do it and PersonName2 calls you up and says man you should see all the money I got from all that âexpletive removedã. You think God, all the money in that house. I was stupid not going in there and getting it.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9706478118896484, 'word': 'aname removeda', 'start': 278, 'end': 292}","INT: You don't say it out loud, you don't say it to nobody else because you are afraid somebody is going to say are you a âexpletive removedã about this or what? Come on let's go in and get it. As you walk away from the house and then you go home and you say I didn't do it and âname removedã calls you up and says man you should see all the money I got from all that âexpletive removedã. You think God, all the money in that house. I was stupid not going in there and getting it."
36790,"INT: No they don't, its like their afraid to ask. They don't care really. They're making money off of it, they don't care. There is one out in âtown PersonName2 that's got the law office right next door to it. It's ran by a cop, a retired cop and he cares. But other than that, I have been to some that need ID, that ask for ID. The only gun shop I've been to so far is âbusiness name removedã, that's the only one I've been to. I sold some stuff to a guy and he gave me some guns for it so I ran it through his name and that was fine. He didn't have no warrants, he was no killer or nothing. They'll do that. In other words if you run it through and it comes up stolen, that's when they get you. I don't know how they get you, I guess when your house gets broken into they ask you to write down everything that has been stolen then they call and put out APBs on that kind of junk and it comes up stolen. PersonName2 and I are not very careless. We don't go out and steal cars and trash them and bring them back, although he has done that a few times. I woke up and the police were accusing him of stealing a car one morning. I came out there and watched them. I came out there and stood on the balcony, they didn't know that I was watching him and he waved to me. They were going to beat him up, the cops were but they didn't touch him because they saw me standing there. He's got a bad name for him, that ain't no lie. I have a record, that one felony is on my record, that's the second degree burglary, that's it.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9909040927886963, 'word': 'name removeda', 'start': 149, 'end': 162}","INT: No they don't, its like their afraid to ask. They don't care really. They're making money off of it, they don't care. There is one out in âtown name removedã that's got the law office right next door to it. It's ran by a cop, a retired cop and he cares. But other than that, I have been to some that need ID, that ask for ID. The only gun shop I've been to so far is âbusiness name removedã, that's the only one I've been to. I sold some stuff to a guy and he gave me some guns for it so I ran it through his name and that was fine. He didn't have no warrants, he was no killer or nothing. They'll do that. In other words if you run it through and it comes up stolen, that's when they get you. I don't know how they get you, I guess when your house gets broken into they ask you to write down everything that has been stolen then they call and put out APBs on that kind of junk and it comes up stolen. âName removedã and I are not very careless. We don't go out and steal cars and trash them and bring them back, although he has done that a few times. I woke up and the police were accusing him of stealing a car one morning. I came out there and watched them. I came out there and stood on the balcony, they didn't know that I was watching him and he waved to me. They were going to beat him up, the cops were but they didn't touch him because they saw me standing there. He's got a bad name for him, that ain't no lie. I have a record, that one felony is on my record, that's the second degree burglary, that's it."
